Text	Intents	States	Slots
on wednesday for 6	O	INFORM	O B-date O B-num_people 	0
il fornaio	O	INFORM	B-restaurant_name I-restaurant_name 	0
il fornaio	O	AFFIRM	B-restaurant_name I-restaurant_name 	0
yes thats correct , il fornaio on wednesday at 7.15 pm in the evening for 6	O	AFFIRM	O O O O B-restaurant_name I-restaurant_name O B-date O B-time I-time O O O O B-num_people 	0
bye	O	GOOD_BYE	O 	0
hi , i want to make a reservation in a restaurant for 7.15 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O O B-time I-time 	1
yes , for 7.15 pm	O	AFFIRM	O O O B-time I-time 	0
for 5 people in ephesus	O	INFORM	O B-num_people O O B-restaurant_name 	0
on wednesday	O	INFORM	O B-date 	0
can you repeat it	O	CANT_UNDERSTAND	O O O O 	0
ok , skip it	O	NEGATE	O O O O 	0
ok . bye	O	GOOD_BYE	O O O 	0
i ' d like to reserve a table for dinner at a restaurant at 5.30 pm	RESERVE_RESTAURANT	O	O O O O O O O O O O O O O O B-time I-time 	1
tonight , at the cheese cake factory	O	INFORM	B-date O O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
6 people	O	INFORM	B-num_people O 	0
no	O	NEGATE	O 	0
how about cascal	O	INFORM	O O B-restaurant_name 	0
no	O	NEGATE	O 	0
thanks , bye	O	THANK_YOU+GOOD_BYE	O O O 	0
i want a restaurant reservation at 7.15 pm	RESERVE_RESTAURANT	O	O O O O O O B-time I-time 	1
friday at the restaurant ephesus	O	INFORM	B-date O O O B-restaurant_name 	0
3 people	O	INFORM	B-num_people O 	0
thanks , bye	O	THANK_YOU+GOOD_BYE	O O O 	0
find restaurants in mountain view	FIND_RESTAURANT	O	O O O B-location I-location 	1
greek	O	INFORM	B-category 	0
no make it thai	O	NEGATE+INFORM	O O O B-category 	0
amarin	O	AFFIRM	B-restaurant_name 	0
hi i want to make a reservation for 5.30 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O B-time I-time 	1
next monday , for 2 people at oren hummus	O	INFORM	B-date I-date O O B-num_people O O B-restaurant_name I-restaurant_name 	0
i didn ' t get that	O	CANT_UNDERSTAND	O O O O O O 	0
no	O	NEGATE	O 	0
how about tomorrow	O	INFORM	O O B-date 	0
no	O	NEGATE	O 	0
try 8 pm	O	INFORM	O B-time I-time 	0
no	O	NEGATE	O 	0
ok thanks	O	THANK_YOU	O O 	0
i ' d like to reserve a restaurant for tomorrow at 6 pm	RESERVE_RESTAURANT	O	O O O O O O O O O B-date O B-time I-time 	1
4 , please	O	INFORM	B-num_people O O 	0
cascal	O	INFORM	B-restaurant_name 	0
ok , 6.15 pm is fine	O	AFFIRM	O O B-time I-time O O 	0
thank you	O	THANK_YOU	O O 	0
book a table	RESERVE_RESTAURANT	O	O O O 	1
tonight	O	INFORM	B-date 	0
5 people at los altos grill	O	INFORM	B-num_people O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
i don ' t care . just make a reservation please	O	INFORM	O O O O O O O O O O O 	0
try cheese cake factory	O	INFORM	O B-restaurant_name I-restaurant_name I-restaurant_name 	0
neither	O	NEGATE	O 	0
how about wednesday	O	INFORM	O O B-date 	0
yes	O	AFFIRM	O 	0
good	O	AFFIRM	O 	0
bye	O	GOOD_BYE	O 	0
hi ! i ' d like to get a restaurant reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O 	1
5 people at sumiko	O	INFORM	B-num_people O O B-restaurant_name 	0
yes , 5 people	O	AFFIRM	O O B-num_people O 	0
next monday	O	INFORM	B-date I-date 	0
yes , that is correct	O	AFFIRM	O O O O O 	0
5.30 pm	O	INFORM	B-time I-time 	0
no , those do not work	O	NEGATE	O O O O O O 	0
goodbye	O	GOOD_BYE	O 	0
hi , i need to reserve a restaurant	RESERVE_RESTAURANT	GREETING	O O O O O O O O 	1
3	O	INFORM	B-num_people 	0
yes	O	AFFIRM	O 	0
7.15 pm at sakoon	O	INFORM	B-time I-time O B-restaurant_name 	0
tomorrow	O	INFORM	B-date 	0
no	O	NEGATE	O 	0
thank you	O	THANK_YOU	O O 	0
make reservations for friday at 7.15 pm	RESERVE_RESTAURANT	O	O O O B-date O B-time I-time 	1
oren hummus	O	INFORM	B-restaurant_name I-restaurant_name 	0
3	O	INFORM	B-num_people 	0
no	O	NEGATE	O 	0
tonight	O	INFORM	B-date 	0
thanks ! yes	O	AFFIRM	O O O 	0
no	O	NEGATE	O 	0
thanks ! ok	O	THANK_YOU+GOOD_BYE	O O O 	0
hi ! i ' d like to reserve a spot at a restaurant at 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O O O O B-time I-time 	1
yes , at 8 pm	O	AFFIRM	O O O B-time I-time 	0
the date is tonight , there are 5 people , and the restaurant is called ephesus	O	INFORM	O O O B-date O O O B-num_people O O O O O O O B-restaurant_name 	0
yes , tonight at ephesus at 8 pm for 5 people	O	AFFIRM	O O B-date O B-restaurant_name O B-time I-time O B-num_people O 	0
thanks	O	THANK_YOU	O 	0
can you reserve a table at a restaurant for me	RESERVE_RESTAURANT	O	O O O O O O O O O O 	1
los altos grill	O	INFORM	B-restaurant_name I-restaurant_name I-restaurant_name 	0
can you say that again	O	CANT_UNDERSTAND	O O O O O 	0
friday at 8 pm for 4 people	O	INFORM	B-date O B-time I-time O B-num_people O 	0
no	O	NEGATE	O 	0
thanks ! yes	O	AFFIRM	O O O 	0
thanks	O	GOOD_BYE	O 	0
hi ! i need to reserve a table tonight for 5 people	RESERVE_RESTAURANT	GREETING	O O O O O O O O B-date O B-num_people O 	1
anytime , at pompei	O	INFORM	O O O B-restaurant_name 	0
yes	O	AFFIRM	O 	0
none	O	NEGATE	O 	0
yes	O	AFFIRM	O 	0
thank you . bye	O	THANK_YOU+GOOD_BYE	O O O O 	0
hi , can you get me a restaurant reservation for tomorrow at 6 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O B-date O B-time I-time 	1
the restaurant is called evvia , and the table will need to be for 3 people	O	INFORM	O O O O B-restaurant_name O O O O O O O O O B-num_people O 	0
let ' s do 7 pm	O	AFFIRM	O O O O B-time I-time 	0
goodbye	O	GOOD_BYE	O 	0
i want to reserve a table next wednesday at 5.30 pm for 3 people	RESERVE_RESTAURANT	O	O O O O O O O B-date O B-time I-time O B-num_people O 	1
evvia	O	INFORM	B-restaurant_name 	0
no , give me other options	O	NEGATE	O O O O O O 	0
no	O	NEGATE	O 	0
try next monday	O	INFORM	O B-date I-date 	0
no	O	NEGATE	O 	0
neither works for me	O	NEGATE	O O O O 	0
what about 8 pm	O	INFORM	O O B-time I-time 	0
yes	O	AFFIRM	O 	0
ciao	O	GOOD_BYE	O 	0
make a reservation	RESERVE_RESTAURANT	O	O O O 	1
7.15 pm	O	INFORM	B-time I-time 	0
yes	O	AFFIRM	O 	0
table for 4 tonight at sumiko	O	INFORM	O O B-num_people B-date O B-restaurant_name 	0
no	O	NEGATE	O 	0
bye	O	GOOD_BYE	O 	0
book a table	RESERVE_RESTAURANT	O	O O O 	1
i want to book a table on friday for 5 people	O	INFORM	O O O O O O O B-date O B-num_people O 	0
oren hummus at 8 pm	O	INFORM	B-restaurant_name I-restaurant_name O B-time I-time 	0
yes	O	AFFIRM	O 	0
thanks	O	THANK_YOU	O 	0
i need a reservation tonight at 5.30 pm	RESERVE_RESTAURANT	O	O O O O B-date O B-time I-time 	1
yes	O	AFFIRM	O 	0
what do you do for fun	O	OTHER	O O O O O O 	0
cascal	O	INFORM	B-restaurant_name 	0
3	O	INFORM	B-num_people 	0
yes	O	AFFIRM	O 	0
no	O	NEGATE	O 	0
no	O	NEGATE	O 	0
thanks ! ok . bye	O	THANK_YOU+GOOD_BYE	O O O O O 	0
hi i want to make a reservation at a restaurant	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O 	1
next monday	O	INFORM	B-date I-date 	0
yes	O	AFFIRM	O 	0
cetrella for 6 people at 8 pm	O	INFORM	B-restaurant_name O B-num_people O O B-time I-time 	0
yeah	O	AFFIRM	O 	0
thanks . bye	O	THANK_YOU+GOOD_BYE	O O O 	0
i would like to make a reservation	RESERVE_RESTAURANT	O	O O O O O O O 	1
i do not understand	O	CANT_UNDERSTAND	O O O O 	0
5	O	INFORM	B-num_people 	0
friday , 8 pm , and cetrella	O	INFORM	B-date O B-time I-time O O B-restaurant_name 	0
no	O	NEGATE	O 	0
yes , please	O	AFFIRM	O O O 	0
ok , thank you	O	THANK_YOU	O O O O 	0
i need to make a dinner reservation for next monday at 7.30 pm	RESERVE_RESTAURANT	O	O O O O O O O O B-date I-date O B-time I-time 	1
6	O	INFORM	B-num_people 	0
cetrella restaurant	O	INFORM	B-restaurant_name O 	0
yes	O	AFFIRM	O 	0
those times don ' t work	O	NEGATE	O O O O O O 	0
thanks , bye	O	THANK_YOU+GOOD_BYE	O O O 	0
hi ! i want to make a reservation for 7.15 pm on wednesday	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-time I-time O B-date 	1
amber india	O	INFORM	B-restaurant_name I-restaurant_name 	0
4	O	INFORM	B-num_people 	0
no	O	NEGATE	O 	0
thanks ! goodbye	O	THANK_YOU+GOOD_BYE	O O O 	0
hi , i need reserved dinner reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O 	1
pompei	O	INFORM	B-restaurant_name 	0
yes , that is correct	O	AFFIRM	O O O O O 	0
for 7 pm	O	INFORM	O B-time I-time 	0
6 people	O	INFORM	B-num_people O 	0
for friday	O	INFORM	O B-date 	0
yes , that is correct	O	AFFIRM	O O O O O 	0
bye	O	GOOD_BYE	O 	0
i would like to make reservations at a restaurant with the following details . the date is for tonight and the time will be for 8 pm	RESERVE_RESTAURANT	O	O O O O O O O O O O O O O O O O O O B-date O O O O O O B-time I-time 	1
i ' m sorry , i did not understand you	O	CANT_UNDERSTAND	O O O O O O O O O O 	0
i ' m sorry i was still unable to understand you	O	CANT_UNDERSTAND	O O O O O O O O O O O 	0
the reservation will be for 4 people and it will be at los altos grill	O	INFORM	O O O O O B-num_people O O O O O O B-restaurant_name I-restaurant_name I-restaurant_name 	0
yes , that the date is tonight and the time is 8 pm , the restaurant is los altos grill and the reservation is for 4 people	O	AFFIRM	O O O O O O B-date O O O O B-time I-time O O O O B-restaurant_name I-restaurant_name I-restaurant_name O O O O O B-num_people O 	0
and good bye	O	GOOD_BYE	O O O 	0
can you find me an inexpensive place to eat in yorktown heights	FIND_RESTAURANT	O	O O O O O B-price_range O O O O B-location I-location 	1
cascal sounds perfect .	O	AFFIRM	B-restaurant_name O O O 	0
hi , i would like to reserve a table	RESERVE_RESTAURANT	GREETING	O O O O O O O O O 	1
5	O	INFORM	B-num_people 	0
im sorry	O	CANT_UNDERSTAND	O O 	0
amarin retaurant wednesday at 8 pm	O	INFORM	B-restaurant_name O B-date O B-time I-time 	0
sorry none of those times work	O	NEGATE	O O O O O O 	0
that will be fine	O	AFFIRM	O O O O 	0
thanks ! bye	O	THANK_YOU+GOOD_BYE	O O O 	0
hi , i would like to make a reservation for 3 on next monday	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O B-num_people O B-date I-date 	1
yeah that is correct	O	AFFIRM	O O O O 	0
the name of the restaurant is ephesus	O	INFORM	O O O O O O B-restaurant_name 	0
anytime is fine	O	INFORM	O O O 	0
no anything esle	O	NEGATE	O O O 	0
that will do	O	AFFIRM	O O O 	0
yes , thanks have a good day	O	THANK_YOU+GOOD_BYE	O O O O O O O 	0
" i ' d like to make a reservation for 8 pm . "	RESERVE_RESTAURANT	O	O O O O O O O O O O B-time I-time O O 	1
" next monday for 6 , please . "	O	INFORM	O B-date I-date O B-num_people O O O O 	0
" oren hummus . "	O	INFORM	O B-restaurant_name I-restaurant_name O O 	0
" yes . "	O	AFFIRM	O O O O 	0
" no , that won ' t work . "	O	NEGATE	O O O O O O O O O O 	0
" no , that doesn ' t work either . "	O	NEGATE	O O O O O O O O O O O 	0
" the restuarant is il fornaio . "	O	INFORM	O O O O B-restaurant_name I-restaurant_name O O 	0
" no , that won ' t work . "	O	NEGATE	O O O O O O O O O O 	0
thanks . goodbye	O	THANK_YOU+GOOD_BYE	O O O 	0
hi ! get me a reservation at 8 pm tomorrow at a restaurant	RESERVE_RESTAURANT	GREETING	O O O O O O O B-time I-time B-date O O O 	1
6 people at sakoon	O	INFORM	B-num_people O O B-restaurant_name 	0
no	O	NEGATE	O 	0
great thanks a lot . bye	O	THANK_YOU+GOOD_BYE	O O O O O O 	0
book a table	RESERVE_RESTAURANT	O	O O O 	1
make it at pompei for 4 people	O	INFORM	O O O B-restaurant_name O B-num_people O 	0
make it next monday	O	INFORM	O O B-date I-date 	0
make it 5.30 pm	O	INFORM	O O B-time I-time 	0
no	O	NEGATE	O 	0
thank you , goodbye	O	THANK_YOU+GOOD_BYE	O O O O 	0
find a restaurant in morristown	FIND_RESTAURANT	O	O O O O B-location 	1
looking for italian that is moderately priced	O	INFORM	O O B-category O O B-price_range I-price_range 	0
show my information on cetrella	O	AFFIRM	O O O O B-restaurant_name 	0
hello , i want to reserve a table for 2 tonight	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-num_people B-date 	1
evvia	O	INFORM	B-restaurant_name 	0
yeah	O	AFFIRM	O 	0
which country has the best tasting coke	O	OTHER	O O O O O O O 	0
whenever	O	INFORM	O 	0
nah forget it	O	NEGATE	O O O 	0
i want a reservation at cascal instead	O	INFORM	O O O O O B-restaurant_name O 	0
no , later	O	NEGATE	O O O 	0
show me later times	O	REQUEST_ALTS	O O O O 	0
gee , thanks	O	THANK_YOU	O O O 	0
please reserve a restaurant for wednesday at 7.15 pm	RESERVE_RESTAURANT	O	O O O O O B-date O B-time I-time 	1
cetrella for 2 people	O	INFORM	B-restaurant_name O B-num_people O 	0
yes , cetrella for 2 people on wednesday at 7.15 pm	O	AFFIRM	O O B-restaurant_name O B-num_people O O B-date O B-time I-time 	0
thanks , bye	O	THANK_YOU+GOOD_BYE	O O O 	0
need a restaurant in middletown	FIND_RESTAURANT	O	O O O O B-location 	1
yes	O	AFFIRM	O 	0
greek please	O	INFORM	B-category O 	0
sakoon	O	AFFIRM	B-restaurant_name 	0
hi , i want to make a restaurant reservation	RESERVE_RESTAURANT	GREETING	O O O O O O O O O 	1
i need it for 2 people on wednesday at 5.30 pm at amber india	O	INFORM	O O O O B-num_people O O B-date O B-time I-time O B-restaurant_name I-restaurant_name 	0
yes	O	AFFIRM	O 	0
no	O	NEGATE	O 	0
what about the restaurant cascal	O	INFORM	O O O O B-restaurant_name 	0
no	O	NEGATE	O 	0
i don ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
i can ' t do then	O	NEGATE	O O O O O O 	0
ok , thanks	O	THANK_YOU	O O O 	0
hello book me a table for 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O B-time I-time 	1
there will be 2 people attending	O	INFORM	O O O B-num_people O O 	0
book for tomorrow at oren hummus	O	INFORM	O O B-date O B-restaurant_name I-restaurant_name 	0
what do you mean	O	CANT_UNDERSTAND	O O O O 	0
the restaurant is cetrella	O	INFORM	O O O B-restaurant_name 	0
i don ' t want hose times	O	NEGATE	O O O O O O O 	0
the time want it for 6 pm	O	INFORM	O O O O O B-time I-time 	0
hello i want to reserve a table for 5 for wednesday at 7.15 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O B-num_people O B-date O B-time I-time 	1
it is amber india	O	INFORM	O O B-restaurant_name I-restaurant_name 	0
no , not 7 pm	O	NEGATE	O O O B-time I-time 	0
how about tomorrow then	O	INFORM	O O B-date O 	0
no , not 7 pm	O	NEGATE	O O O B-time I-time 	0
thanks , bye	O	THANK_YOU+GOOD_BYE	O O O 	0
can you book a restaurant for next wednesday for 6 people	RESERVE_RESTAURANT	O	O O O O O O O B-date O B-num_people O 	1
that ' s correct . 6 people for next wednesday	O	AFFIRM	O O O O O B-num_people O O O B-date 	0
at the amber india , i don ' t care what time	O	INFORM	O O B-restaurant_name I-restaurant_name O O O O O O O O 	0
i don ' t care	O	NEGATE	O O O O O 	0
change the date to next monday	O	INFORM	O O O O B-date I-date 	0
i don ' t care what time	O	CANT_UNDERSTAND	O O O O O O O 	0
no	O	NEGATE	O 	0
change the restaurant to sushi boat	O	INFORM	O O O O B-restaurant_name I-restaurant_name 	0
yes	O	AFFIRM	O 	0
i don ' t care	O	NEGATE	O O O O O 	0
sounds good	O	AFFIRM	O O 	0
goodbye	O	GOOD_BYE	O 	0
hi ! make a restaurant reservation for wednesday 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O B-date B-time I-time 	1
yes , please	O	AFFIRM	O O O 	0
los altos grill	O	INFORM	B-restaurant_name I-restaurant_name I-restaurant_name 	0
for 2 people	O	INFORM	O B-num_people O 	0
that ' s not good for me	O	NEGATE	O O O O O O O 	0
that works	O	AFFIRM	O O 	0
thanks . looking forward to it	O	THANK_YOU	O O O O O O 	0
i want to make a reservation tonight at 7.30 pm	RESERVE_RESTAURANT	O	O O O O O O B-date O B-time I-time 	1
3 people for il fornaio	O	INFORM	B-num_people O O B-restaurant_name I-restaurant_name 	0
that is correct	O	AFFIRM	O O O 	0
good bye	O	GOOD_BYE	O O 	0
reserve a restaurant for me at 7.30 pm	RESERVE_RESTAURANT	O	O O O O O O B-time I-time 	1
it will be for 6 people tonight at pompei	O	INFORM	O O O O B-num_people O B-date O B-restaurant_name 	0
no , that won ' t work	O	NEGATE	O O O O O O O 	0
ok , thanks	O	THANK_YOU	O O O 	0
i need to find a place in mountain view for dinner	FIND_RESTAURANT	O	O O O O O O O B-location I-location O B-meal 	1
yes	O	AFFIRM	O 	0
sakoon	O	AFFIRM	B-restaurant_name 	0
i want to book a reservation at a restaurant	RESERVE_RESTAURANT	O	O O O O O O O O O 	1
i want a table at the los altos grill , on friday	O	INFORM	O O O O O O B-restaurant_name I-restaurant_name I-restaurant_name O O B-date 	0
yes , that ' s right	O	AFFIRM	O O O O O O 	0
5 people . any time is fine	O	INFORM	B-num_people O O O O O O 	0
yes , that ' s correct	O	AFFIRM	O O O O O O 	0
8.30 pm sounds great	O	AFFIRM	B-time I-time O O 	0
thanks very much	O	THANK_YOU	O O O 	0
find a french kirkland moderately priced restaurant	FIND_RESTAURANT	O	O O B-category B-location B-price_range I-price_range O 	1
no	O	NEGATE	O 	0
yes	O	AFFIRM	O 	0
hi i would like to reserve a table at a restaurant for 7.15 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O O O O B-time I-time 	1
yes that is correct	O	AFFIRM	O O O O 	0
3 people	O	INFORM	B-num_people O 	0
pompei	O	INFORM	B-restaurant_name 	0
tonight	O	INFORM	B-date 	0
i don ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
8 pm is fine	O	AFFIRM	B-time I-time O O 	0
thanks , bye	O	THANK_YOU+GOOD_BYE	O O O 	0
i want to book a restaurant for 6 pm	RESERVE_RESTAURANT	O	O O O O O O O B-time I-time 	1
please book it for wednesday at sushi boat	O	INFORM	O O O O B-date O B-restaurant_name I-restaurant_name 	0
yes	O	AFFIRM	O 	0
i don ' t understand	O	CANT_UNDERSTAND	O O O O O 	0
5 people	O	INFORM	B-num_people O 	0
7.30 pm	O	AFFIRM	B-time I-time 	0
bye	O	GOOD_BYE	O 	0
hi , let ' s make some restaurant reservations	RESERVE_RESTAURANT	GREETING	O O O O O O O O O 	1
this friday at oren hummus	O	INFORM	O B-date O B-restaurant_name I-restaurant_name 	0
you got it	O	AFFIRM	O O O 	0
let ' s make it for 4 people	O	INFORM	O O O O O O B-num_people O 	0
yes , 4 people	O	AFFIRM	O O B-num_people O 	0
7.15 pm	O	INFORM	B-time I-time 	0
yup	O	AFFIRM	O 	0
no , the time should be 7.15 pm	O	NEGATE+INFORM	O O O O O O B-time I-time 	0
okay , thanks for trying . bye	O	THANK_YOU+GOOD_BYE	O O O O O O O 	0
hi , can you please find me a restaurant in middletown	FIND_RESTAURANT	GREETING	O O O O O O O O O O B-location 	1
any food type will do , as along as it ' s moderately priced	O	INFORM	O O O O O O O O O O O O B-price_range I-price_range 	0
yes please	O	INFORM+AFFIRM	O O 	0
i want something with a good rating	O	INFORM	O O O O O B-rating O 	0
amarin	O	AFFIRM	B-restaurant_name 	0
i want to make restaurant reservations	RESERVE_RESTAURANT	O	O O O O O O 	1
i would like reservations for wednesday at il fornaio	O	INFORM	O O O O O B-date O B-restaurant_name I-restaurant_name 	0
i did not understand what you said	O	CANT_UNDERSTAND	O O O O O O O 	0
yes , i want reservations for wednesday at il fornaio	O	AFFIRM	O O O O O O B-date O B-restaurant_name I-restaurant_name 	0
i would like reservations at 5.30 pm for 3 people	O	INFORM	O O O O O B-time I-time O B-num_people O 	0
no , that won ' t work	O	NEGATE	O O O O O O O 	0
i would like to try reservations at sumiko	O	INFORM	O O O O O O O B-restaurant_name 	0
no , that doesn ' t work for me	O	NEGATE	O O O O O O O O O 	0
no that won ' t work for me	O	NEGATE	O O O O O O O O 	0
please try tonight as the day	O	INFORM	O O B-date O O O 	0
no , that will not work for me	O	NEGATE	O O O O O O O O 	0
what about 8 pm	O	INFORM	O O B-time I-time 	0
yes , the reservations will be tonight at 8 pm at sumiko for 3 people	O	AFFIRM	O O O O O O B-date O B-time I-time O B-restaurant_name O B-num_people O 	0
thank you	O	THANK_YOU	O O 	0
i want to make a restaurant reservation	RESERVE_RESTAURANT	O	O O O O O O O 	1
2 people	O	INFORM	B-num_people O 	0
yes	O	AFFIRM	O 	0
tomorrow at cetrella	O	INFORM	B-date O B-restaurant_name 	0
8 pm	O	INFORM	B-time I-time 	0
no	O	NEGATE	O 	0
thank you	O	THANK_YOU	O O 	0
hi ! i need to make a reservation at 8 pm	RESERVE_RESTAURANT	GREETING	O O O O O O O O O B-time I-time 	1
yes	O	AFFIRM	O 	0
sushi boat	O	INFORM	B-restaurant_name I-restaurant_name 	0
yes	O	AFFIRM	O 	0
tonight	O	INFORM	B-date 	0
yes	O	AFFIRM	O 	0
4	O	INFORM	B-num_people 	0
yes	O	AFFIRM	O 	0
thanks ! yes	O	AFFIRM	O O O 	0
thanks	O	GOOD_BYE	O 	0
hi ! please reserve dinner reservations at pompei for wednesday for 4	RESERVE_RESTAURANT	GREETING	O O O O O O O B-restaurant_name O B-date O B-num_people 	1
